"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","--- WORK_DTTM"
"10665","월드컵로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.21"
"10666","월드컵로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.21"
"10667","월드컵로16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.21"
"10668","월드컵로17길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.21"
"10669","월드컵로19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.21"
"10670","월드컵로1길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.21"
"10671","월드컵로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.215"
"10672","월드컵로21길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.215"
"10673","월드컵로23길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.215"
"10674","월드컵로25길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.215"
"10675","월드컵로26길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.215"
"10676","월드컵로28길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.215"
"10677","월드컵로29길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.215"
"10678","월드컵로30가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.215"
"10679","월드컵로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.215"
"10680","월드컵로30나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.215"
"10681","월드컵로30다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.221"
"10682","월드컵로31길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.221"
"10683","월드컵로32길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.221"
"10684","월드컵로34길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.221"
"10685","월드컵로36길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.221"
"10686","월드컵로3길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.221"
"10687","월드컵로42길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:08.221"
"10688","월드컵로5길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.221"
"10689","월드컵로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.221"
"10690","월드컵로7안길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.221"
"10691","월드컵로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.226"
"10692","월드컵북로","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.226"
"10693","월드컵북로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.226"
"10694","월드컵북로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.226"
"10695","월드컵북로12안길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.226"
"10696","월드컵북로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.226"
"10697","월드컵북로15안길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.226"
"10698","월드컵북로16길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.226"
"10699","월드컵북로18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.226"
"10700","월드컵북로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.226"
"10701","월드컵북로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.231"
"10702","월드컵북로20안길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.231"
"10703","월드컵북로22길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.231"
"10704","월드컵북로23길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.231"
"10705","월드컵북로26길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.231"
"10706","월드컵북로26안길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.231"
"10707","월드컵북로27길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.231"
"10708","월드컵북로2길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.231"
"10709","월드컵북로30길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.231"
"10710","월드컵북로31길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.231"
"10711","월드컵북로33길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.236"
"10712","월드컵북로36길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.236"
"10713","월드컵북로38가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.236"
"10714","월드컵북로38길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:08.236"
"10715","월드컵북로38나길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.236"
"10716","월드컵북로42가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.236"
"10717","월드컵북로42길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.236"
"10718","월드컵북로42나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.236"
"10719","월드컵북로42다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.236"
"10720","월드컵북로42라길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.236"
"10721","월드컵북로43길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:08.241"
"10722","월드컵북로44길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.241"
"10723","월드컵북로45길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.241"
"10724","월드컵북로47길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.241"
"10725","월드컵북로48길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.241"
"10726","월드컵북로4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.241"
"10727","월드컵북로50길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.241"
"10728","월드컵북로54길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.241"
"10729","월드컵북로56길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.241"
"10730","월드컵북로58길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.241"
"10731","월드컵북로5가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.246"
"10732","월드컵북로5길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.246"
"10733","월드컵북로5나길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.246"
"10734","월드컵북로60길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.246"
"10735","월드컵북로62길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.246"
"10736","월드컵북로6길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.246"
"10737","월드컵북로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.246"
"10738","월드컵북로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.246"
"10739","월드컵북로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.246"
"10740","월정로","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:08.246"
"10741","월정로11길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.251"
"10742","월정로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.251"
"10743","월정로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.251"
"10744","월정로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.251"
"10745","월정로16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.251"
"10746","월정로17길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.251"
"10747","월정로18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.251"
"10748","월정로19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.251"
"10749","월정로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.251"
"10750","월정로24길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.251"
"10751","월정로25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.255"
"10752","월정로27길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.255"
"10753","월정로28가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.255"
"10754","월정로28길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.255"
"10755","월정로29길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.255"
"10756","월정로30가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.255"
"10757","월정로30길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.255"
"10758","월정로30나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.255"
"10759","월정로31길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.255"
"10760","월정로32길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.255"
"10761","월정로33길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.26"
"10762","월정로34길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.26"
"10763","월정로36길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.26"
"10764","월정로38길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.26"
"10765","월정로40길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.26"
"10766","월정로42길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.26"
"10767","월정로46길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.26"
"10768","월정로48길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.261"
"10769","월정로50길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:08.261"
"10770","월정로5길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.261"
"10771","월정로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.265"
"10772","월정로7길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.265"
"10773","월정로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.265"
"10774","월정로9길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.265"
"10775","위례~거여선","일반도로","보조간선도로","대로2류","폭30-35m","2026-03-01 11:18:08.265"
"10776","위례광장로","일반도로","국지도로","대로3류","폭25-30m","2026-03-01 11:18:08.265"
"10777","위례광장로2길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.265"
"10778","위례대로","일반도로","국지도로","대로1류","폭35-40m","2026-03-01 11:18:08.265"
"10779","위례북로","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.265"
"10780","위례북로1길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:08.266"
"10781","위례북로2길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.27"
"10782","위례북로3길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.27"
"10783","위례북로4길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.27"
"10784","위례북로6길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.27"
"10785","위례서로","일반도로","국지도로","확인","불가","2026-03-01 11:18:08.27"
"10786","위례서이로","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.27"
"10787","위례성대로","일반도로","국지도로","확인","불가","2026-03-01 11:18:08.27"
"10788","위례성대로10길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.27"
"10789","위례성대로12길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.27"
"10790","위례성대로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.27"
"10791","위례성대로16길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.275"
"10792","위례성대로18길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.275"
"10793","위례성대로20길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.275"
"10794","위례성대로22가길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.275"
"10795","위례성대로22길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.275"
"10796","위례성대로22나길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.275"
"10797","위례성대로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.275"
"10798","위례성대로4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.275"
"10799","위례성대로6길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.275"
"10800","위례성대로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.275"
"10801","위례송파로","일반도로","국지도로","대로2류","폭30-35m","2026-03-01 11:18:08.28"
"10802","위례송파로1길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.28"
"10803","위례송파로2길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.28"
"10804","위례송파로3길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.28"
"10805","위례송파로5길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.28"
"10806","위례순환로","일반도로","국지도로","대로3류","폭25-30m","2026-03-01 11:18:08.28"
"10807","위례중앙로","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.28"
"10808","위례터널선","일반도로","보조간선도로","중로2류","폭15-20m","2026-03-01 11:18:08.28"
"10809","유엔빌리지1길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.28"
"10810","유엔빌리지2길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.28"
"10811","유엔빌리지3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.285"
"10812","유엔빌리지길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.285"
"10813","유통단지길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.285"
"10814","윤보선길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.285"
"10815","율곡로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.285"
"10816","율곡로10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.285"
"10817","율곡로13가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.285"
"10818","율곡로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.285"
"10819","율곡로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.285"
"10820","율곡로16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.285"
"10821","율곡로17길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.29"
"10822","율곡로19가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.29"
"10823","율곡로19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.291"
"10824","율곡로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.291"
"10825","율곡로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.291"
"10826","율곡로22가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.291"
"10827","율곡로22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.291"
"10828","율곡로22나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.291"
"10829","율곡로23가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.291"
"10830","율곡로23길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.291"
"10831","율곡로25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.296"
"10832","율곡로27길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.296"
"10833","율곡로29길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.296"
"10834","율곡로2길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:08.296"
"10835","율곡로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.296"
"10836","율곡로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.296"
"10837","율곡로4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.296"
"10838","율곡로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.296"
"10839","율곡로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.296"
"10840","율곡로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.296"
"10841","은천로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.3"
"10842","은천로10길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.301"
"10843","은천로11길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.301"
"10844","은천로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.301"
"10845","은천로19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.301"
"10846","은천로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.301"
"10847","은천로21길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.301"
"10848","은천로23길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.301"
"10849","은천로24길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.301"
"10850","은천로25가길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:08.301"
"10851","은천로25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.306"
"10852","은천로26길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.306"
"10853","은천로28가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.306"
"10854","은천로28길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.306"
"10855","은천로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.306"
"10856","은천로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.306"
"10857","은천로32길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.306"
"10858","은천로33길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.306"
"10859","은천로34길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.306"
"10860","은천로35가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.306"
"10861","은천로35길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.311"
"10862","은천로35나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.311"
"10863","은천로35다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.311"
"10864","은천로35라길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.311"
"10865","은천로35마길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.311"
"10866","은천로35바길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.311"
"10867","은천로36길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.311"
"10868","은천로37길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.311"
"10869","은천로38길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.311"
"10870","은천로39길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.311"
"10871","은천로41길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.316"
"10872","은천로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.316"
"10873","은천로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.316"
"10874","은천로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.316"
"10875","은천로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.316"
"10876","은평로","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.316"
"10877","은평로10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.316"
"10878","은평로11길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.316"
"10879","은평로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.316"
"10880","은평로13길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.316"
"10881","은평로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.321"
"10882","은평로16길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.321"
"10883","은평로16나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.321"
"10884","은평로18길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.321"
"10885","은평로1길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.321"
"10886","은평로20길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.321"
"10887","은평로21가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.321"
"10888","은평로21길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.321"
"10889","은평로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.321"
"10890","은평로3가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.321"
"10891","은평로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.326"
"10892","은평로4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.326"
"10893","은평로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.326"
"10894","은평로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.326"
"10895","은평로9길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.326"
"10896","은평터널로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.326"
"10897","은평터널로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.326"
"10898","은평터널로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.326"
"10899","은평터널로1길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.326"
"10900","은평터널로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.326"
"10901","은평터널로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.331"
"10902","은평터널로7가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.331"
"10903","은평터널로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.331"
"10904","은평터널로9가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.331"
"10905","은평터널로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.331"
"10906","은행나무로","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.331"
"10907","은행나무로10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.331"
"10908","은행나무로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.331"
"10909","은행나무로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.331"
"10910","은행로","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.331"
"10911","은행정로","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.336"
"10912","은행정로11가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.336"
"10913","은행정로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.336"
"10914","은행정로11나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.336"
"10915","은행정로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.336"
"10916","은행정로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.336"
"10917","은행정로17길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.336"
"10918","은행정로18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.336"
"10919","은행정로19가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.336"
"10920","은행정로19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.336"
"10921","은행정로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.341"
"10922","은행정로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.341"
"10923","은행정로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.341"
"10924","은행정로3길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.341"
"10925","은행정로4길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.341"
"10926","은행정로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.341"
"10927","은행정로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.341"
"10928","은행정로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.341"
"10929","을지~둔촌선","일반도로","주간선도로","대로3류","폭25-30m","2026-03-01 11:18:08.341"
"10930","을지로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.341"
"10931","을지로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.346"
"10932","을지로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.346"
"10933","을지로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.346"
"10934","을지로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.346"
"10935","을지로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.346"
"10936","을지로16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.346"
"10937","을지로17길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.346"
"10938","을지로18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.346"
"10939","을지로1길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.346"
"10940","을지로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.346"
"10941","을지로22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.351"
"10942","을지로24길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.351"
"10943","을지로27가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.351"
"10944","을지로27길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.351"
"10945","을지로28길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.351"
"10946","을지로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.351"
"10947","을지로32길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.351"
"10948","을지로33길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.351"
"10949","을지로35길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.351"
"10950","을지로36길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.351"
"10951","을지로38길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.356"
"10952","을지로39길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.356"
"10953","을지로3길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.356"
"10954","을지로40길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.356"
"10955","을지로41길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:08.356"
"10956","을지로42길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.356"
"10957","을지로43길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.356"
"10958","을지로44길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.356"
"10959","을지로45길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:08.356"
"10960","을지로5길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:08.356"
"10961","을지로7길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.361"
"10962","을지로9길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:08.361"
"10963","응암로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:08.361"
